Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_060.jpg;0;1;0;1.675422;100.7222;87.05441;1.266688;52.68178;-0.000986643
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_111.jpg;-0.7561819;1;0;1.70701;100.7847;87.13565;1.270509;52.65549;-0.0009627064
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_160.jpg;-3.00089;1;0;1.751955;100.8277;87.19066;1.269319;52.55645;-0.0003100759
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_211.jpg;-5.268773;1;0;1.781808;100.8948;87.27401;1.270071;52.14659;0.001382812
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_260.jpg;-7.517807;1;0;1.826663;100.9413;87.33002;1.27011;51.72242;0.001952206
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_311.jpg;-9.755701;1;0;1.854325;101.0143;87.414;1.264947;50.79689;359.9855
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_360.jpg;-7.503854;1;0;1.899281;101.0647;87.47035;1.261063;50.11845;359.9705
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_411.jpg;-5.25916;1;0;1.929937;101.142;87.55669;1.261376;49.31394;359.9751
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_460.jpg;-3.014019;1;0;1.975325;101.1945;87.61546;1.266502;48.9261;359.9937
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_511.jpg;-0.7650388;1;0;2.005114;101.275;87.70544;1.287681;48.60951;0.0001070689
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_560.jpg;-3.023213;1;0;2.049259;101.3298;87.76631;1.298018;48.45638;-0.0001766431
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_611.jpg;-5.265907;1;0;2.078761;101.4146;87.85784;1.295305;48.00203;0.001459419
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_657.jpg;-7.410031;1;0;2.1225;101.473;87.91904;1.294368;47.53961;0.002278743
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_711.jpg;-6.591247;1;0;2.150776;101.5637;88.01099;1.294548;46.65812;-8.107582E-05
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_761.jpg;-4.214843;1;0;2.194628;101.6254;88.07305;1.294677;46.14391;0.001943391
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_811.jpg;-1.960995;1;0;2.225599;101.7198;88.16779;1.301694;45.64684;0.000481279
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_859.jpg;0;1;0;2.268149;101.7836;88.23214;1.311321;45.48495;-0.0003134703
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_910.jpg;0;1;0;2.298071;101.8808;88.33024;1.320377;45.40571;-0.001044763
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_12_961.jpg;0;1;0;2.341463;101.9466;88.39655;1.320172;45.38718;-0.001192611
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_13_011.jpg;-2.386274;1;0;2.371169;102.0474;88.49701;1.31907;45.24288;-0.0007740975
C:\Users\Markus Buchholz\Desktop\UdaCity\RoboND\RoboND-Rover-Project_MARKUS\IMG\robocam_2017_08_19_12_45_13_057.jpg;-3.217876;1;0;2.414771;102.1163;88.56435;1.316936;45.00696;0.0004072508
